4340970,Carmelle,8.32,1
2260727,Stephie,7.57,3
1063769,Vitia,7.63,3
1140381,Georgi,9.58,2
6090697,Carlyle,8.69,2
1449582,Kirby,7.79,5
8060920,Wendi,8.03,5
9459895,Penny,7.18,1
8995844,Anna-diane,9.65,5
5852901,Mason,9.42,2
2082314,Marten,9.48,2
2110357,Morry,7.06,3
5596423,Dalenna,7.02,2
9640145,Adrianna,8.13,4
5168557,Christian,9.81,3
1100396,Bordie,9.66,2
506523,Archibaldo,7.34,1
8544985,Leon,7.9,5
6370324,Quint,6.9,4
4177775,Jordan,7.79,3
7772993,Cara,8.44,1
9760512,Cristine,7.11,5
4279990,Madelin,7.54,5
3560294,Wrennie,6.22,3
9084542,Henrie,9.85,3
545961,Eddy,7.76,1
4803754,Mike,7.44,3
3797672,Gerti,8.43,4
8426419,Jo,8.44,3
3432037,Bjorn,9.63,4
7475604,Meghan,7.77,3
6263771,Berri,8.51,2
7258420,Cynthy,7.07,5
9511275,Berkeley,8.66,1
601563,Inger,6.98,2
4067243,Geralda,6.16,1
2160010,Malvin,9.96,4
5632906,Maggy,6.7,3
2262272,Bartram,9.18,2
3569803,Husain,6.03,4
8090046,Far,6.6,3
671117,Blake,7.15,5
8663492,Kandace,9.47,1
2461336,Gail,6.12,5
9972909,Pierson,9.94,2
6186831,Lorrin,6.25,1
8820148,Kain,6.2,4
9665046,Ferdinande,6.39,1
1203796,Shanan,9.71,4
9672262,Joshia,7.11,5
1527911,Iormina,7.6,3
6042026,Cathleen,8.6,1
7724390,Bellina,6.5,3
4393136,Erroll,7.6,5
1040282,Albert,6.53,2
6302169,Almira,6.69,4
8437427,Briney,8.51,4
818993,Wilhelmine,7.56,4
9201467,Donaugh,7.04,5
6932778,Kaia,7.25,2
1900913,Fair,8.1,1
6620764,Eba,8.16,3
2722713,Cammie,6.95,4
3402880,Arlina,6.86,5
6050321,Whitney,7.59,5
7907045,Tome,7.34,2
2715272,Miles,6.76,3
4817585,Kare,8.27,3
2851645,Ewan,7.49,1
4890260,Tymothy,7.69,5
9492187,Libbey,6.37,3
123630,Cristabel,8.24,3
7747824,Gare,7.92,4
7065395,Gleda,9.23,2
8451034,Boote,7.05,1
6274510,Lexie,7.12,5
1271361,Wendie,6.44,5
2534160,Winifield,9.54,1
2539029,Henriette,9.95,2
9898454,Charleen,9.39,5
726659,Amalee,8.3,1
4751156,Amalie,7.51,3
1091729,Courtnay,8.3,1
8060903,Alfy,7.63,4
7229775,Hadlee,9.06,2
4514897,Gabey,9.22,5
9930916,Ezri,7.01,4
7190186,Tonie,8.07,1
6560265,Dorree,8.77,1
6063867,Elysia,9.59,2
4844873,Sal,8.28,5
416614,Hilliary,6.84,4
2079278,Peggi,9.36,5
5241591,Michel,7.62,5
9907210,Mahalia,7.3,5
1842227,Stephine,7.51,3
2659664,Benn,6.17,1
662205,Sidonnie,7.44,1
5684843,Saba,7.67,4
7064817,Garvey,6.21,4
3002086,Shamus,7.93,2
374200,Diandra,8.35,3
5537498,Ainsley,8.23,4
7278482,Wiley,6.52,5
5028272,Link,6.32,4
5902108,Claresta,9.95,5
1345134,Free,8.83,2
6501360,Petronille,9.52,1
7201763,Ardys,7.57,2
5572002,Xever,9.08,3
5226786,Clive,8.2,4
7708419,Maisey,9.57,2
5977102,Stephannie,8.62,4
2092600,Piotr,6.62,2
8027694,Ora,7.6,4
3574351,Leilah,6.14,4
3890657,Marabel,9.32,4
8554968,Hill,9.15,5
2006605,Godart,8.12,3
7283775,Symon,7.04,1
725837,Geoffry,6.93,1
1765624,Trever,7.97,2
4877090,Dorree,9.51,3
5835310,Georgy,7.99,4
6700721,Desdemona,9.22,2
2270486,Cosimo,7.49,3
3620938,Ely,7.23,3
1120594,Veronica,8.11,4
1277023,Cloris,8.1,2
1047561,Ryley,9.8,1
7468282,Wanids,7.97,2
8989200,Felicity,8.17,3
2983494,Rodolph,8.43,1
7081111,Maurise,7.69,2
5047764,Norine,6.17,1
8615429,Eleanore,8.63,1
4075022,Christina,9.98,2
2320797,Claiborn,8.54,1
3377884,Allen,9.23,2
7949107,Dominique,9.17,5
7319287,Tabbie,8.67,2
9802751,Godfrey,6.93,1
8477835,Suzann,7.51,4
5648492,Hort,7.76,2
7691465,Roseann,9.67,4
5781012,Patten,6.18,1
5577407,Huntlee,9.62,3
4118482,Corbet,6.9,2
1719361,Reynold,9.65,4
3636073,Reese,6.92,5
4156921,Chris,7.52,2
4849697,Wilt,8.89,2
8842471,Chen,8.03,1
5332492,Jerry,8.16,3
9608771,Blondell,8.8,4
3597991,Babara,7.75,3
4677900,Alexis,6.48,5
5262341,Raymond,6.05,3
9893478,Adorne,8.12,5
8481654,Agosto,6.76,2
572382,Guglielmo,8.29,4
1959536,La verne,6.82,3
4289384,Aloysius,7.53,5
4221907,Jerrine,9.23,1
4429593,Miltie,8.41,4
6719363,Tynan,8.03,1
9656028,Tripp,9.21,1
1799441,Homere,9.36,5
4525261,Rutledge,8.78,4
2579755,Coleen,6.31,2
743211,Aymer,9.77,1
1745905,Trey,7.56,2
9735479,Alfi,8.52,5
8929122,Elmore,9.84,5
5692401,Cecile,7.68,4
923530,Miguel,9.73,4
9471874,Nat,9.17,2
6892680,Aubine,9.22,4
2404851,Norton,8.43,1
9030496,Peadar,7.44,2
2570854,Mariam,9.78,5
5530603,Kristopher,7.18,2
4686441,Yehudi,8.23,2
1087510,Gallagher,9.73,4
9594061,Birk,9.86,4
6445588,Gretchen,7.56,4
4397030,Heidie,9.35,5
2417498,Scot,8.37,5
117319,Keir,9.47,4
4646479,Boone,6.28,4
3701707,Georas,8.2,3
6935153,Der,7.91,3
5558573,Glen,7.24,2
9679698,Cami,6.56,1
8903066,Antoni,8.0,5
2298940,Brendan,9.93,1
8020737,Prinz,7.87,2
805848,Freddie,7.18,4
4215074,Roxi,7.71,3
4375759,Cecil,7.72,4
7803488,Willem,8.03,5
5547614,Natalee,9.72,2
2928991,Konrad,6.75,5
4557126,Angelique,7.14,1
4886608,Alyssa,9.13,3
2756684,Conant,9.16,2
8601310,Alejoa,7.0,3
9020108,Vick,8.75,3
3567826,Noreen,7.28,1
7729195,Kora,8.62,3
9893675,Perren,8.76,3
2650573,Doreen,6.09,3
4391860,Hurleigh,8.71,3
172025,Abigale,6.39,2
1022164,Ragnar,7.79,5
2093321,Clara,6.93,4
7826158,Alexia,8.37,2
7346144,Riccardo,8.69,2
8075359,Nora,7.46,3
726671,Ninetta,9.34,5
2019091,Salvatore,8.33,2
890206,Chloette,7.34,3
7149095,Hillie,6.84,5
2755397,Llywellyn,8.69,4
7798337,Elinore,7.29,5
8702332,Kara,9.35,5
9915153,Gwenette,6.43,4
6024320,Ulises,7.31,5
8693974,Vince,6.79,1
5130152,Bertrando,7.85,1
6012459,Dav,6.97,1
3413197,Irita,8.56,4
6814249,Dorolisa,8.1,5
6208519,Andy,6.31,2
451939,Melita,9.08,3
9030702,Kimberli,8.23,3
9635171,Lavina,9.77,3
971090,Danny,6.11,5
229,Alethea,7.9,5
5908495,Meggy,6.91,5
1177046,Wilma,7.03,1
6498592,Pearce,6.67,5
1220036,Jakob,8.9,4
1683432,Prudy,7.23,2
4299406,Mischa,9.95,3
7868384,Frants,9.93,5
9907,Orel,6.67,2
1414148,Georgi,7.05,1
6444633,Sallyann,9.79,3
9765349,Dorene,6.06,4
3355994,Spenser,9.46,4
9475355,Noah,6.08,2
8920339,Scarface,9.15,5
6745303,Worden,9.37,4
1682077,Aida,7.66,4
4906025,Gianina,9.01,3
1420661,Kitti,8.67,2
4473770,Ewan,7.89,5
9632156,Jacquelin,7.8,4
6908869,Zilvia,7.71,1
702058,Ulrick,9.93,1
8089766,Issi,6.66,5
9436923,Xenos,8.41,1
5054834,Virgilio,6.56,4
9362819,Barnaby,8.58,3
276371,Alix,7.44,4
3044178,Derrek,7.94,5
2824273,Charlie,8.56,1
3949319,Helenelizabeth,7.47,2
6597759,Ansel,7.74,2
1033102,Frankie,7.15,5
3776395,Nissy,7.53,3
9292978,Jennica,6.11,2
1477256,Elga,7.62,1
3771309,Doreen,7.56,3
1289375,Masha,7.93,1
6052328,Devan,9.52,1
9157871,Griffie,8.42,4
5228917,Virginia,9.94,4
2946593,Osbert,6.54,4
6724683,Fidole,7.26,5
5033824,Bondie,8.66,1
695387,Nertie,9.05,3
8128524,Wadsworth,8.39,3
9539628,Benedict,9.21,1
9876686,Gay,8.68,3
514749,Diego,8.99,5
4755385,Sherrie,6.6,1
1678929,Khalil,6.2,5
8138247,Welbie,6.13,2
8178846,Shayne,7.01,4
4405142,Doris,9.23,4
3643121,Enrico,7.2,5
4064060,Rina,9.13,2
5532918,Agustin,9.28,4
4864517,Cedric,7.83,2
6040754,Kristine,6.9,5
956775,Gustie,6.62,5
98472,Milzie,6.57,1
4358089,Sabina,6.24,5
7099517,Leila,8.58,3
9765107,Donny,9.4,2
6949923,Vilma,9.79,3
5414284,Alexander,6.96,1
5081443,Art,6.54,3
2204742,Alexina,9.52,5
1601040,Anthea,6.75,2
3959693,Adriena,9.51,3
6641132,Conni,6.17,5
6056912,Forster,6.87,5
6311283,Arvin,8.41,2
6840199,Katee,7.42,4
7170372,Noelyn,9.63,5
5692508,Sheppard,6.1,1
5618690,Corella,6.91,2
5286103,Katy,8.91,1
3209059,Brooke,8.51,4
3989555,Wileen,7.15,5
6043236,Dorolice,6.88,4
4784357,Cyrill,8.22,5
2134236,Gipsy,7.06,2
9504209,Emmalynn,9.38,1
1828637,Carmine,6.84,4
4120474,Melisse,8.52,1
7490353,Beryle,8.19,4
2339159,Aleksandr,7.85,5
7824223,Lukas,7.29,5
8663178,Birch,6.68,2
7276222,Garret,6.25,3
2223258,Darleen,8.65,1
3496038,Franciska,8.89,1
1520966,Evangelin,7.88,2
5754226,Nevin,8.44,5
6380901,Marisa,6.36,4
4547893,Blaire,9.21,1
3027268,Ninon,8.03,2
967373,Tansy,6.14,5
6808142,Jannelle,6.45,3
5217190,Una,7.18,1
3328356,Camel,7.69,3
308839,Vitia,8.25,4
1834163,Pedro,9.2,4
6684462,Sharity,7.37,5
1335625,Lucretia,9.9,5
9495875,Nicolas,8.37,2
420744,Tersina,6.77,4
2890787,Nichol,7.17,2
2663188,Bertie,7.56,4
5610012,Madelaine,6.34,1
3606673,Leela,9.41,5
2213991,Ellene,7.27,3
9756084,Solomon,8.29,4
7009070,Angelika,7.65,1
2279070,Kipper,6.24,1
4045345,Kahlil,8.73,4
3772190,Washington,9.57,2
452388,Ingelbert,8.03,5
9643496,Klaus,6.59,2
7835261,Zonnya,9.25,1
3510698,Malinda,6.68,3
1379389,Lucienne,8.64,4
3903426,Lilias,7.41,1
9701651,Birdie,6.54,3
2659217,Andi,7.28,2
1587005,Haleigh,8.86,1
554348,Risa,7.23,3
9470361,Kelcey,9.16,4
7306066,Phebe,7.06,2
8977234,Meredithe,9.81,3
9174405,Alphonse,7.02,4
899524,Ashlee,8.87,5
4814136,Justinn,8.55,5
2832442,Margi,9.38,5
8072845,Bo,9.15,1
7126610,Ferguson,8.64,3
2319622,Zorina,7.13,2
7259989,Lyn,6.55,2
1889035,Coriss,7.95,2
650087,Adelaide,7.45,5
506822,Webster,7.7,1
816709,Winne,9.68,1
7650784,Dyana,7.09,4
5119329,Conrade,7.25,5
7449050,Lothario,7.58,4
5863422,Trumaine,8.84,3
3436740,Larisa,7.99,5
4593902,Helenka,7.6,4
4903878,Arabel,9.2,5
9265018,Rafaelita,9.12,4
6052958,Claudie,9.32,3
5605698,Ophelia,6.14,1
2704438,Bridget,6.48,2
1220993,Smitty,9.17,4
1017764,Dido,9.62,3
5388224,Ignacius,9.2,5
7605016,Maia,8.28,3
7417727,Bibbie,6.9,1
6791507,Desdemona,9.9,5
7405309,Nils,6.53,3
4899077,Dena,6.39,4
4399411,Tallie,7.41,1
7473320,Wynn,8.0,3
383268,Blakelee,6.72,4
9507313,Perla,7.06,2
9983252,Willamina,7.79,1
2188926,Shandee,6.39,5
7342892,Loralie,7.72,4
6717792,Manda,6.13,1
811115,Pepita,8.36,4
3941528,Dominik,9.03,5
3906139,Rakel,7.28,5
8912230,Brennan,7.96,3
864131,Isadore,8.73,5
8479367,Ody,8.2,1
8946782,Alicea,7.19,2
6620588,Lezley,9.28,5
5552960,Gwendolyn,9.17,3
8196660,Gracie,6.32,4
3568397,Francisco,7.85,5
30786,Giustina,9.01,4
5071593,Emmy,8.34,4
9442430,Freida,8.29,1
5297852,Casey,6.48,1
6017718,Mahala,7.41,4
5359156,Hank,9.63,1
708927,Sully,6.95,3
2286885,Timothea,7.15,1
3789632,Caddric,6.12,1
4718611,Sidney,9.84,5
1280727,Lillian,9.8,5
1955372,Osbourn,6.67,5
1610525,Parker,9.03,2
6659620,Harriette,6.65,2
8987236,Roseline,8.94,4
6735612,Benn,6.37,2
3996179,Creigh,8.5,1
8708531,Terrie,8.52,4
6452959,El,6.04,2
7289490,Madison,6.32,4
9888996,Carry,8.41,1
6114878,Gerick,7.94,5
3155750,Alejandra,7.21,2
704140,Peter,6.01,3
4073230,Allix,9.68,2
6101423,Frankie,8.25,2
2275524,Guenevere,7.59,3
3867726,Hedi,7.85,4
1913881,Rinaldo,8.34,1
1217386,Ebony,9.59,3
3782239,Karalee,7.52,2
7999708,Tann,7.8,1
8308424,Gail,6.77,5
2319609,Patrice,7.72,5
7954773,Percy,7.74,4
9594182,Shirline,9.04,3
8568584,Barry,6.89,3
9773096,Caresse,8.62,4
4243892,Kiersten,9.56,1
8275077,Fionna,8.05,1
6809057,Alfreda,6.42,5
2987935,Sidnee,8.4,2
5727477,Quinta,8.46,5
4954779,Rennie,7.37,2
5505845,Ruggiero,8.9,4
1232039,Cornelia,7.83,2
9982317,Charisse,9.22,1
9432196,Corny,9.66,4
7036948,Hatti,7.22,3
9158324,Kandace,7.29,4
3312732,Linell,8.06,4
82468,Jerry,7.82,2
9718823,Jaime,7.19,2
1289031,Trina,9.84,2
1819239,Urbanus,6.65,4
2637621,Lolly,6.29,3
9641862,Bernetta,6.55,4
9812427,Tod,9.0,5
8804561,Karita,9.9,1
7723283,Loren,9.57,5
5437000,Marianna,8.84,2
9236908,Tabor,7.18,1
3037559,Yard,9.13,5
772362,Aeriell,8.06,5
1985174,Meghann,7.85,4
1384670,Sal,6.11,2
9014406,Renaldo,9.95,1
6715440,Carlos,8.49,3
8731158,Kenton,9.35,3
1130068,Maddy,7.74,1
6915331,Tillie,8.64,1
4869632,Charlotte,8.34,3
700418,Meggi,7.03,1
7788001,Paddy,8.32,2
6333123,Marysa,9.48,3
4973662,Ferrel,9.44,2
4057412,Dionisio,7.87,5
3616161,Lowell,7.13,1
6364872,Travus,8.44,4
2975611,Karylin,6.04,4
7028305,Cullin,6.64,4
4710754,Natka,8.96,4
4741407,Hadleigh,6.39,4
1265721,Elianora,8.18,1
5974956,Freeland,8.53,1
8097023,Daphna,7.87,2
4268615,Grazia,8.67,1
2153936,Kara-lynn,8.79,3
635296,Michael,7.96,5
6355348,Barnett,7.28,1
6625652,Gino,8.97,3
7910172,Teresita,6.74,5
6442978,Kelli,8.93,4
455309,Yolanthe,6.93,4
7259469,Oona,6.8,4
6929971,Emelita,8.55,4
5847508,Catie,7.56,1
4597131,Fredric,6.34,4
3502434,Dag,8.01,2
8263857,Jenda,7.37,5
4425208,Lennard,8.94,5
904362,Deerdre,6.77,2
6178767,Meara,6.29,2
7891324,Tripp,7.88,3
7036620,Ibrahim,7.18,3
5726859,Antoni,7.01,3
6016369,Cyndia,7.02,1
3320844,Massimo,8.98,2
1813405,Maureene,8.28,2
5614377,Konrad,6.91,5
5152068,Reinhard,9.44,5
518174,Alley,9.6,1
1734913,Nelia,6.23,3
8524552,Peter,7.16,4
1501201,Nata,9.69,5
2329409,Waldon,6.23,1
2308522,Zolly,6.82,5
3922339,Allyson,6.86,2
2258724,Cindelyn,6.16,4
4093990,Cad,8.0,1
6441195,Francesco,8.96,3
155261,Tedmund,9.72,5
1405171,Dolf,8.15,4
5683331,Davy,7.93,2
7006774,Myles,7.71,4
6529932,Lew,9.25,2
8775681,Yankee,9.83,4
1026323,Tammie,9.24,4
5050506,Dru,9.3,2
5582665,Nettie,8.13,5
1866703,Morris,6.92,1
7498607,Sonni,8.2,1
5115163,Charmaine,8.42,4
8724728,Kristi,7.72,2
4045635,Othella,6.86,1
7637613,Silvain,6.26,3
7084559,Yard,10.0,4
993097,Bridgette,7.57,4
5200115,Sacha,7.04,5
2019396,Kin,8.45,5
9694171,Thorny,8.84,2
4395411,Elston,6.27,3
8288549,Dael,9.93,2
421122,Avictor,8.98,2
8394411,Worden,8.6,1
370766,Farrah,8.57,3
628855,Montague,8.28,2
136933,Paloma,8.93,2
6977967,Prescott,7.38,2
3486469,Glynda,7.7,2
7029885,Piggy,9.51,5
7639291,Laraine,9.06,1
3395218,Sena,8.14,1
6986318,Mel,8.51,4
2720276,Tadeas,6.04,4
5059151,Garold,6.97,5
4802234,Menard,7.29,3
7569948,Tatiania,9.53,3
5832370,Bronnie,9.65,4
6614919,Justine,7.1,2
4107151,Arley,6.43,2
879670,Siffre,6.45,4
8209055,Bellina,9.23,4
5417279,Nappie,8.57,3
6838369,Sissy,7.64,2
6091640,Maggi,8.67,2
8572126,Gaston,6.35,2
6890733,Mariana,7.87,2
4321523,Balduin,9.33,5
2665486,Krystle,8.26,1
6442488,Filia,6.24,1
8946268,Kathrine,9.12,1
388255,Justen,8.36,4
8436221,Welby,7.55,3
2768837,Hailey,6.03,3
5072458,Dody,7.63,1
3005752,Wenonah,9.17,3
7093162,Yvonne,8.77,2
7611763,Yorgos,8.94,4
6214566,Claudio,7.39,1
1337473,Sayre,8.09,2
4616537,Gina,9.71,5
5664560,Brook,7.06,3
7273307,Ikey,6.75,5
6314805,Lilyan,6.49,2
5514909,Valentine,9.67,5
4703606,Brett,6.47,1
1001683,Piggy,9.86,3
1374285,Rea,9.01,1
8975535,Bartholemy,6.32,1
6392412,Renie,9.68,4
3558720,Syman,8.17,2
6737616,Aylmer,6.08,2
554407,Webster,9.1,4
6704136,Ramsay,8.8,4
9322362,Madge,8.82,5
8908629,Barbe,7.18,3
3274492,Maisie,7.93,1
2741422,Sergeant,6.9,3
1799222,Riley,7.5,3
2673773,Ardys,8.7,1
6700708,Barbie,7.84,3
6394350,Melonie,7.21,1
5116947,Lynelle,7.97,3
8611419,Dyanna,7.46,1
8913390,Gray,7.33,1
9014595,Sherwin,6.23,5
9499473,Kayley,9.49,2
7895631,Lonnie,7.45,2
4546220,Boigie,7.22,1
5661820,Tatiana,9.3,1
7322503,Rhoda,6.91,2
8026047,Raymond,8.51,4
8424672,Violante,8.26,4
1059529,Rudd,9.67,2
98236,Gran,7.93,4
6888201,Leona,7.97,3
1425853,Colline,6.5,1
7116043,Lyndsey,9.81,4
8622594,Jaimie,7.35,1
483057,Dael,6.03,2
4855834,Bianca,8.54,1
6335952,Devon,7.0,5
6975313,Grier,9.9,2
8573220,Daryl,6.62,1
8152028,Erhart,7.82,4
964934,Beryle,6.38,2
9841035,Luise,9.78,5
9993653,Carroll,6.5,4
7451123,Henry,6.78,1
461870,Alane,7.62,3
3470820,Wiatt,9.65,1
8643568,Saudra,9.28,4
5578678,Dunstan,6.87,3
4320271,Riki,6.36,2
3209746,Uta,9.78,5
2286645,Rich,7.63,5
4281837,Carl,6.46,3
5087478,Hershel,7.79,1
2198553,Corrie,7.02,2
4181333,Evangelin,6.57,1
214421,Loise,8.07,1
7997738,Kariotta,9.46,4
6870118,Andrea,9.14,4
374873,Josey,6.16,4
5575277,Selig,9.27,2
1407835,Rose,9.43,2
9623245,Carlo,7.76,2
2138661,Sherwynd,7.29,1
4384776,Cord,7.04,2
591768,Appolonia,9.04,3
4945623,Berni,6.08,1
644189,Stephana,8.64,1
3509988,Rycca,9.79,3
5416839,Elberta,8.6,4
1001955,Lucia,6.21,2
7882915,Johnathan,7.38,3
520583,Hillary,8.16,3
7952453,Tabbi,7.84,4
5746932,Sunshine,9.44,4
4094196,Eleanora,7.59,4
6366494,Joel,6.14,1
2671641,Winston,9.33,1
2392103,Goddard,9.39,3
463209,Ulla,7.76,1
7480897,Tymon,9.41,1
485775,Veriee,6.65,3
6622332,Sherye,8.05,5
9640506,Christoper,6.75,5
1176340,Andriana,6.14,5
269985,Emlyn,6.77,2
5014392,Sibelle,9.1,1
1336826,Alica,7.1,4
4589720,Vilhelmina,7.07,2
967641,Aveline,6.46,2
5031457,Axel,8.15,3
3410236,Nickolaus,9.79,1
9334665,Nanine,7.81,4
2583287,Rina,7.68,3
1044902,Zorah,8.79,5
7896867,Em,6.76,3
7742968,Christyna,6.02,5
4308794,Tedra,8.19,1
4761756,Morris,6.72,3
8410685,Wandie,7.53,3
8988794,Geordie,6.01,5
7351126,Meade,9.94,4
7343838,Stanford,8.62,1
7152388,Demetrius,8.39,1
5172283,Karlee,8.95,3
6145305,Tara,6.58,1
9105565,Gracia,7.79,3
2692346,Fulton,9.28,3
6399425,Georgette,6.11,2
5372883,Taffy,7.63,1
6191747,Abdul,7.88,3
9118958,Dennison,8.59,3
8047717,Alaine,6.74,3
1402695,Denna,6.99,2
6998001,Cordelie,8.61,1
1938567,Katalin,6.54,4
9093726,Sig,8.18,3
7641910,Mollie,7.3,4
347621,Gualterio,9.72,5
4786527,Johnath,6.12,2
5192665,Izaak,7.67,4
8277984,Frederique,6.83,4
3077860,Gunther,8.92,1
1115365,Delmore,6.09,2
1869406,Doroteya,6.33,3
2426225,Lanna,6.12,2
9759698,Mireille,9.01,1
5386586,Manuel,9.88,4
9904177,Anatollo,9.3,2
1680206,Michell,9.91,2
3045937,Wilbert,9.05,3
1656614,Cleavland,8.82,4
4616337,Vaughn,6.05,2
1427639,Kettie,6.69,4
6740185,Wandie,8.04,1
6121390,Jeffy,7.03,1
7944139,Fletcher,8.21,1
3381437,Renata,9.24,4
5328771,Evonne,8.6,2
5877321,Tami,7.65,3
5628222,Karin,8.1,2
6866454,Jerrilyn,6.89,5
1001266,Biddy,8.92,2
3161599,Sonya,8.67,1
6829992,Nicolette,8.88,3
3271404,Shermy,6.97,1
8962363,Del,9.24,4
6048900,Gretchen,8.92,4
2032689,Sharla,9.5,4
8319144,Sheree,6.46,4
7571346,Jarrid,9.45,4
3486586,Silvio,9.19,5
7612593,Darsey,8.01,4
1954092,Esther,7.83,4
3338385,Dianna,6.44,2
2315254,Robbi,8.7,4
5168890,Bone,9.05,3
8453507,Nancee,8.53,1
3477747,Terri,6.58,1
8840827,Letta,8.75,3
1617140,Dieter,7.23,2
7865776,Marianne,9.12,2
4576359,Silva,6.89,2
7570038,Opaline,6.12,2
4093723,Windham,8.51,1
9851564,Edythe,7.54,3
4849176,Kizzee,7.25,1
7712757,Guthry,6.09,3
6321324,Jobey,7.31,4
3801428,Frieda,7.3,3
974550,Zack,9.27,1
5460172,Barbara,8.55,2
2352077,Toby,7.03,5
1020781,Catlee,6.2,4
671296,Cob,8.11,3
8184742,Rolph,8.11,1
1234437,Jethro,7.48,2
4154986,Shayla,6.43,1
6362383,Ginnie,9.56,5
4481836,Nikita,7.78,5
8824925,Shell,8.74,4
7685315,Rafa,8.33,4
9807865,Kippy,9.77,1
6873760,Dyane,9.12,1
746867,Marion,9.15,1
6271859,Jarred,8.78,3
7813088,Edin,6.04,5
7466731,Maurie,9.22,5
3164412,Cody,9.73,1
9086249,Ameline,7.81,4
2000998,Dorree,9.71,4
8971432,Laurena,6.82,4
7663410,Antoinette,8.13,5
6477308,Trenton,8.67,4
9964346,Johann,7.37,5
1547355,Oliver,7.97,3
762605,Raimund,9.84,1
4213199,Chadwick,9.06,4
1329845,Patti,7.12,2
3199580,Elwood,6.04,4
9850725,Theda,6.64,2
3574610,Reggie,7.49,5
6550360,Rene,9.06,4
2952378,Moses,7.73,1
5438581,Coral,9.73,4
2116290,Wes,6.94,5
3785799,Venita,8.8,3
8025599,Ellene,6.04,5
4059444,Hildegarde,7.58,3
7817959,Deana,7.61,4
4080022,Brittani,8.23,2
5814940,Baily,7.2,4
8723486,Lira,6.51,3
5613773,Ermin,6.89,2
6489127,Alano,7.33,4
1164015,Brnaby,8.64,2
1988525,Owen,6.88,3
25514,Sydney,6.5,1
3847490,Dionne,7.28,5
4236202,Suzi,6.04,1
4242267,Eliza,8.48,4
7636184,Worden,6.83,1
6479102,Don,6.02,2
3967283,Joya,9.02,2
309187,Dareen,6.43,5
41759,Gino,8.49,4
7858939,Dougy,7.03,2
4485104,Boigie,6.87,3
8202855,Luigi,7.61,2
9246300,Aubry,9.27,5
8446411,Aleta,7.22,2
966427,Zsa zsa,8.01,1
3879424,Angelina,9.1,1
7592557,Xever,9.95,1
2709545,Hirsch,8.61,2
2251303,Shayne,9.81,3
8390671,Bevon,6.06,2
1948545,Mandy,8.61,2
769521,Humfrid,7.96,2
2744943,Oralla,9.52,4
2352677,Amos,8.34,5
9336155,Aubrey,7.76,1
1726640,Minerva,7.73,2
1796569,Jada,7.36,5
4198798,Monique,6.23,3
4143799,Ravid,9.99,4
3939487,Alvina,8.23,5
1427758,Timofei,9.72,3
3044885,Rolf,9.96,1
662853,Sigismundo,8.27,5
6092478,Cletis,8.27,1
418734,Whitby,8.64,3
7152886,Haley,7.59,2
1178552,Johny,9.36,5
9931244,Deva,8.52,2
9999372,Darcie,6.71,2
4135488,Dione,9.13,4
1359181,Jareb,9.15,3
5443843,Andras,6.34,1
6806315,Albertina,8.5,1
6103990,Horatius,7.59,2
8112759,Zelig,7.29,4
8590128,Filbert,9.5,1
1461089,Ema,9.55,5
2961381,Darb,6.87,2
7183597,Nellie,6.41,5
2546884,Hanni,6.22,5
